"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SALL2","-0.795962962962964","9.51469444444444","-6.79401644789941","4.61782059158001e-8","0.00000946493986081088","8.49866443453758"
"NFIL3","-1.34648148148148","8.54513888888889","-6.78543953848103","4.74360608284456e-8","0.0000095579642564163","8.47286727369182"
"PLEKHG3","-0.559444444444443","8.49797222222222","-6.77817860455055","4.85278340239406e-8","0.00000956045945138079","8.45102454104671"
"ORM2","-0.602296296296296","4.52761111111111","-6.77471914078618","4.90568662966208e-8","0.00000956045945138079","8.44061641256536"
"UBAP1","-0.370777777777777","9.35380555555555","-6.7492289868243","5.31380590353143e-8","0.0000101884209061159","8.36390356809544"
"SPRY2","-0.917222222222221","8.31919444444445","-6.74413847865408","5.39931457844297e-8","0.0000101884209061159","8.3485787832255"
"BHLHE40","-1.11148148148148","7.6835","-6.73819962804371","5.50082463491949e-8","0.000010217781759363","8.33069807660329"
"WWP2","-0.773592592592593","8.62469444444444","-6.71624888253375","5.89296866893437e-8","0.0000107777863901987","8.26459005880337"
"SIRT1","-0.976777777777776","8.90441666666667","-6.70801150104239","6.04728013658543e-8","0.0000107806594369167","8.23977444303403"
"FZD5","-0.597703703703702","6.16594444444444","-6.70650647118853","6.0759100123942e-8","0.0000107806594369167","8.23524001200519"
"SIX2","-0.666444444444443","6.2365","-6.6868645903307","6.46229635950695e-8","0.0000112057201259496","8.17604971015241"
"KIF1B","-0.900925925925925","9.86441666666667","-6.68481596726769","6.50399300715448e-8","0.0000112057201259496","8.16987493907963"
"REPIN1","-0.841222222222222","8.89419444444444","-6.66964332672892","6.82135010403431e-8","0.0000115268263858877","8.1241354305692"
"LPAR6","0.903296296296297","10.3318055555556","6.66671859345564","6.88429234015836e-8","0.0000115268263858877","8.11531700247073"
"DAPK1","-0.50074074074074","9.72666666666667","-6.66099123035936","7.00924572733815e-8","0.0000115730435009161","8.09804689793318"
"ABL1","-0.697296296296296","9.69836111111111","-6.64798998682293","7.30142318461074e-8","0.0000118903176463907","8.05883652276349"
"COL4A1","1.12403703703704","10.9349166666667","6.62798593653536","7.77507531154996e-8","0.0000123414379247626","7.99848813126055"
"STEAP1B","-0.739703703703702","5.25088888888889","-6.62753633201887","7.78606867729808e-8","0.0000123414379247626","7.99713150904073"
"WEE1","-0.723666666666666","7.73080555555556","-6.60103780019766","8.4623656591714e-8","0.0000132369214416092","7.91715653345178"
"TUT4","-0.620629629629629","8.41775","-6.59208614373781","8.70392936148932e-8","0.0000134379626297903","7.89013123351665"
"NAB2","-0.738962962962963","7.23122222222222","-6.58483476547597","8.90468306381939e-8","0.0000135716502900878","7.86823607085261"
"TPBG","-0.938407407407407","9.53941666666667","-6.57982443359212","9.04610605046726e-8","0.0000136126719908804","7.85310605195181"
"RAPGEF4","1.22996296296296","7.37236111111111","6.56509554859139","9.47505607638981e-8","0.0000138878773852725","7.80862090794807"
"MAK","-1.04418518518518","4.96119444444444","-6.5631400945164","9.53352142247661e-8","0.0000138878773852725","7.80271409603925"
"TRMT5","-0.885999999999997","9.99672222222222","-6.56161212378679","9.57945781958567e-8","0.0000138878773852725","7.7980984440057"
"PARD6A","-0.629592592592593","7.00447222222222","-6.55594223475523","9.75186807173826e-8","0.0000139674948960029","7.78096998410082"
"HUWE1","-0.675888888888888","7.50563888888889","-6.55177282263548","9.88063830324186e-8","0.0000139834557320166","7.76837337743117"
"FOSL1","-0.735407407407408","5.048","-6.54796715855551","9.99966538567474e-8","0.0000139854143652825","7.75687497844285"
"DZANK1","-0.780925925925925","6.88197222222222","-6.52307530342591","1.08145310372969e-7","0.0000149492029036495","7.68164966194855"
"ZNF280A","-0.82025925925926","5.63213888888889","-6.51409238230811","1.11247083635184e-7","0.0000151906809135781","7.65449527166991"
"CPSF7","-0.68559259259259","9.17125","-6.51068230724297","1.12447839871708e-7","0.0000151906809135781","7.64418600041215"
"LYPD3","-0.750629629629628","7.43680555555556","-6.49436787573707","1.18375126034903e-7","0.0000156429484944957","7.59485713096111"
"SERPINI2","-0.75148148148148","5.34738888888889","-6.49112679591901","1.19589518630361e-7","0.0000156429484944957","7.58505585060719"
"APOH","-1.85333333333333","6.78033333333333","-6.49071873896423","1.19743296853895e-7","0.0000156429484944957","7.58382182076"
"LIN28A","-0.837703703703703","4.92072222222222","-6.48054423542524","1.23642494729296e-7","0.0000159517139365276","7.55305008019036"
"FGA","-0.729592592592592","5.17480555555556","-6.47761001978624","1.24790494288111e-7","0.0000159517139365276","7.5441749931697"
"ZIC3","-1.06248148148148","5.19969444444444","-6.43468600300725","1.42861741037106e-7","0.0000180674508239267","7.41430087279368"
"CEP70","-1.02018518518518","7.44441666666667","-6.4274278582074","1.46167490885848e-7","0.0000182909382279049","7.39233247972596"
"ALDH5A1","-0.839370370370369","6.90680555555556","-6.41819526467753","1.50483739397143e-7","0.0000186349030620129","7.36438490697908"
"HBE1","-0.839851851851851","5.83755555555556","-6.41332250813221","1.52813117258973e-7","0.0000187282715255121","7.34963343435332"
"PSAP","-0.440814814814814","12.0512777777778","-6.40574587997822","1.5650717173573e-7","0.000018985278138718","7.32669458035019"
"GAD1","-0.600407407407406","4.86725","-6.40087969274387","1.58926873212977e-7","0.0000190840673611704","7.3119606287542"
"EGLN1","-0.836333333333333","6.05886111111111","-6.38971429266721","1.6462175014764e-7","0.0000195702336575514","7.27815035213955"
"KLHL26","-0.750148148148147","7.08472222222222","-6.38329125680432","1.67990157438114e-7","0.0000197729405111317","7.25869843716573"
"ZNF8","-0.607555555555556","7.61744444444444","-6.37627156943938","1.71750640772214e-7","0.0000200173687990204","7.23743783499744"
"DST","-0.745888888888888","8.42169444444444","-6.36377294959836","1.78656605277964e-7","0.0000204402779131654","7.19957868279016"
"PEX19","-0.629851851851851","9.29105555555556","-6.36348660824608","1.78818043654879e-7","0.0000204402779131654","7.198711269903"
"ZC3H12A","-0.626777777777777","7.78036111111111","-6.35694572849031","1.82545907056255e-7","0.0000204754104460232","7.17889621255576"
"GREM2","-0.700037037037037","4.68963888888889","-6.35690369587403","1.82570113330961e-7","0.0000204754104460232","7.17876887331463"
"UBE2Q1","-0.785148148148148","10.5698055555556","-6.33412751328768","1.96172145470848e-7","0.0000217692907931856","7.10975866728236"
"SHISAL1","-0.734629629629629","6.69991666666667","-6.33155749548075","1.9776946548318e-7","0.0000217692907931856","7.10197059157404"
"ART3","-0.77774074074074","4.87836111111111","-6.3168240665906","2.07181744734136e-7","0.000022512493379672","7.05731882169053"
"NECAB3","-0.854481481481483","7.18836111111111","-6.31510514163565","2.08308737530612e-7","0.000022512493379672","7.05210891442479"
"HMGCS1","-0.537000000000001","7.42280555555556","-6.31183322332731","2.10470956656176e-7","0.000022541249844402","7.04219176301268"
"AK2","-0.494740740740741","7.93205555555556","-6.3049031340137","2.15125292200584e-7","0.000022834013157862","7.02118561439009"
"APOA1","-0.619592592592591","5.50541666666667","-6.30191626180698","2.1716302551576e-7","0.0000228463190029324","7.01213148981733"
"LRRTM2","-0.721592592592592","4.89158333333333","-6.29807405140354","2.19812798595258e-7","0.000022922232892109","7.00048416746248"
"TRIM29","-0.789259259259259","6.00227777777778","-6.28925026139499","2.26021540749186e-7","0.0000233647310993593","6.97373391996759"
"BCL2L13","-0.743148148148147","8.96186111111111","-6.26903673813098","2.40915767447316e-7","0.0000245364501491952","6.91244579275423"
"PIM1","-0.979148148148147","7.22030555555556","-6.26829029701413","2.41484241878856e-7","0.0000245364501491952","6.91018233056814"
"TTYH1","-0.48648148148148","4.83247222222222","-6.26485812195251","2.44115481550678e-7","0.0000245936003785971","6.89977461122052"
"PLEKHG6","-0.757222222222221","5.39908333333333","-6.260505022803","2.47494142912435e-7","0.0000247244568986809","6.88657380909065"
"SLC11A2","-0.594666666666665","8.08611111111111","-6.24974061730574","2.56051703761026e-7","0.0000253661887859256","6.85392843774898"
"RBM15","-0.551629629629628","9.15405555555555","-6.24578044194311","2.59274125322761e-7","0.0000254731471226197","6.84191756754227"
"SOX2","-0.877629629629628","5.35255555555556","-6.24070335073434","2.63464952901184e-7","0.0000256006332469583","6.82651857998193"
"NGDN","-0.856555555555555","5.67291666666667","-6.23900888947045","2.64878691905777e-7","0.0000256006332469583","6.82137907186227"
"PRPF4","-0.584518518518518","7.95472222222222","-6.22833114145891","2.7396413521187e-7","0.0000261169026393668","6.78899045624332"
"HILPDA","-0.744666666666664","8.65294444444444","-6.22691071844014","2.75196059769764e-7","0.0000261169026393668","6.78468169529244"
"SLC12A6","-1.00766666666667","6.60691666666667","-6.22505824636257","2.76811047489924e-7","0.0000261169026393668","6.77906226578435"
"LRRC15","-0.909592592592591","6.17058333333333","-6.22130085542911","2.80115990621793e-7","0.000026220621232377","6.7676640491737"
"ING1","-0.886444444444444","7.70283333333333","-6.21393376594857","2.86711245875945e-7","0.0000266283069607284","6.74531464490052"
"BACE1","-0.954851851851851","9.30330555555556","-6.20526786420684","2.94668804387373e-7","0.0000271552150895899","6.719023394988"
"CISH","-1.19948148148148","8.58038888888889","-6.19388798908261","3.05455787199232e-7","0.000027932756909419","6.68449564786168"
"APOB","-0.56437037037037","4.87405555555556","-6.18147110427642","3.17677892628386e-7","0.0000288286625005057","6.64681820766632"
"DCT","-0.709185185185185","5.70911111111111","-6.1774989766768","3.2169028278839e-7","0.0000289716218317302","6.63476459585683"
"PRAME","-0.441629629629629","5.76311111111111","-6.17138221802289","3.27968610587912e-7","0.0000293149687418729","6.61620235236344"
"ZSCAN18","-0.478999999999998","10.42475","-6.16609014881153","3.33499474912516e-7","0.0000295868787892537","6.60014213655749"
"NES","-0.804148148148147","12.3578888888889","-6.15561947208431","3.44719609403543e-7","0.0000300323162319205","6.5683643927315"
"ERLIN2","-0.619296296296296","8.29941666666667","-6.15479400784395","3.45620082687756e-7","0.0000300323162319205","6.56585907803222"
"ULBP1","-0.600518518518517","5.02283333333333","-6.15435567622161","3.46099202874588e-7","0.0000300323162319205","6.56452871994544"
"NDUFS4","-0.740851851851852","8.72036111111111","-6.14713923197355","3.54083542080374e-7","0.000030456431528806","6.54262593433274"
"CD200","-0.767037037037038","8.71294444444444","-6.14533299399303","3.56110698393677e-7","0.000030456431528806","6.53714363076871"
"DRP2","-1.07229629629629","6.147","-6.1368595131563","3.6577691399923e-7","0.0000308581330495821","6.51142408505601"
"AKAP9","-0.71622222222222","6.38061111111111","-6.13666743127329","3.65999054507997e-7","0.0000308581330495821","6.51084104431473"
"TMBIM1","0.608370370370373","10.8067222222222","6.13374212379103","3.69398893962158e-7","0.0000309254510663531","6.50196155629354"
"SLC9A5","-0.697888888888888","6.15458333333333","-6.13116842812145","3.7241624374431e-7","0.0000309600301093172","6.49414922915197"
"PLAGL2","-0.638444444444444","6.96894444444444","-6.12586947398249","3.78706624031258e-7","0.0000312643357394694","6.47806415783612"
"ASF1B","-1.07403703703704","6.67625","-6.12183222220035","3.83570599118814e-7","0.0000314474984987894","6.46580869193508"
"PER1","-0.892481481481482","8.97975","-6.11804788814786","3.88186684353327e-7","0.0000315920677437488","6.45432074026818"
"C11orf71","-0.779925925925926","8.12961111111111","-6.11604773631455","3.90648886131484e-7","0.0000315920677437488","6.44824886634387"
"SERPINH1","0.780296296296296","9.73822222222222","6.11038366035323","3.97706628041199e-7","0.0000317494951252966","6.43105405249547"
"CCK","-0.573777777777778","5.17","-6.11020049950681","3.97936976250773e-7","0.0000317494951252966","6.43049801056677"
"GUCY1A2","-0.963592592592591","5.67408333333333","-6.10345325088575","4.06516306334674e-7","0.0000322177723313774","6.41001427659311"
"PSG5","-1.39874074074074","7.04061111111111","-6.09620706346053","4.15936526046576e-7","0.0000322197663422792","6.38801508384636"
"VSNL1","-0.873740740740739","5.67980555555556","-6.09529035430021","4.17143748711893e-7","0.0000322197663422792","6.38523193060747"
"SPATA2L","-0.840111111111109","7.44902777777778","-6.09448818762453","4.18203008470139e-7","0.0000322197663422792","6.38279652167714"
"TLE4","-0.977925925925922","7.439","-6.09373796647813","4.19196112469561e-7","0.0000322197663422792","6.38051881322109"
"PHKA2","-0.555962962962964","7.83602777777778","-6.09306207267214","4.20092848507173e-7","0.0000322197663422792","6.37846675952411"
"TPM3","-0.804814814814813","8.27294444444444","-6.08810391136627","4.26730061250189e-7","0.0000325190190265528","6.36341329549609"
"MLANA","-0.853666666666666","4.58808333333333","-6.08577738963027","4.2988055326619e-7","0.0000325504459696081","6.35634963268886"
"AIF1","-0.709962962962963","11.5854166666667","-6.08364136326542","4.32793594197191e-7","0.0000325636091633937","6.34986427871738"
"FST","-0.799037037037035","6.60261111111111","-6.07914153943801","4.38995165361629e-7","0.0000326831079413379","6.33620182335335"
"SMR3A","-0.945074074074074","5.05075","-6.0785044725051","4.39880322225275e-7","0.0000326831079413379","6.33426752702687"
"ZNF195","-0.65037037037037","6.09733333333333","-6.07528483207314","4.4438119291601e-7","0.0000328124448533263","6.32449180650343"
"MTCP1","-0.36611111111111","8.28630555555556","-6.05607828464683","4.72205556032788e-7","0.000034331993643894","6.26617284770541"
"RHOBTB2","-0.87496296296296","8.22988888888889","-6.05530553202641","4.73360838934848e-7","0.000034331993643894","6.26382636716172"
"CNTRL","-0.742148148148147","6.28794444444444","-6.05436212928801","4.74775085505225e-7","0.000034331993643894","6.26096169515466"
"NBAS","-0.830074074074073","7.99533333333333","-6.05156253074588","4.78996896909184e-7","0.000034331993643894","6.25246057152908"
"CYP3A4","-0.961851851851851","6.74094444444444","-6.04956307672467","4.82035078701485e-7","0.000034331993643894","6.24638907810342"
"RAD17","-0.432296296296295","8.47766666666667","-6.04939702021436","4.82288268718902e-7","0.000034331993643894","6.24588483311951"
"IKZF5","-0.76085185185185","6.40925","-6.04694703572608","4.86039328054192e-7","0.0000343930686423109","6.23844521080265"
"NR2E1","-0.788555555555556","5.37491666666667","-6.04108214928223","4.95137890494514e-7","0.0000347265109985571","6.22063565980379"
"PDLIM2","-1.11085185185185","10.7796388888889","-6.04015371637234","4.96593781103189e-7","0.0000347265109985571","6.21781631298531"
"FBP2","-0.943333333333333","6.13383333333333","-6.03653170555571","5.02314611351054e-7","0.000034921146782113","6.20681737607051"
"NDP","-0.560074074074073","4.5405","-6.03206942298631","5.09453429219512e-7","0.0000352115253869858","6.19326663031321"
"HAS2","-0.640185185185185","4.33452777777778","-6.02866864230887","5.14962176304874e-7","0.0000353865338260829","6.18293926398342"
"RAB2A","-0.758185185185184","8.37636111111111","-6.02257235218977","5.2498694507892e-7","0.0000357116247001806","6.16442603651031"
"SPINK5","-1.07018518518518","6.24425","-6.02214253359901","5.25701070199496e-7","0.0000357116247001806","6.16312075139644"
"RFX3","-1.06048148148148","5.28463888888889","-6.01757495905711","5.33350242806374e-7","0.0000360253845822851","6.14924972710729"
"CHD1L","-0.611333333333333","8.06316666666667","-6.01235971595687","5.42220385213656e-7","0.0000362735937984526","6.13341164764116"
"CLIP3","-0.796148148148148","9.65655555555555","-6.01183119631758","5.43127497991635e-7","0.0000362735937984526","6.13180658516274"
"ARHGEF6","0.802888888888891","9.04261111111111","6.00648952273854","5.52381263443004e-7","0.000036685522121846","6.11558434098982"
"ZSCAN5A","-0.655333333333333","7.09383333333333","-6.00101476364202","5.62029385300053e-7","0.0000370352965356751","6.0989577407228"
"PSG9","-1.21655555555555","6.83580555555556","-5.99843784159078","5.66628881686002e-7","0.0000370352965356751","6.09113168193474"
"CEP72","-0.708259259259257","6.26547222222222","-5.99823421057138","5.66993940906197e-7","0.0000370352965356751","6.09051325716176"
"NPTX1","-0.460370370370372","5.70572222222222","-5.99544033690534","5.72026492944476e-7","0.0000371598412465789","6.08202827609775"
"PRPS1L1","-0.752259259259258","5.05225","-5.99135869785498","5.79459155481325e-7","0.0000372892533206855","6.06963228403455"
"DKC1","-0.438777777777777","9.24025","-5.99090458491899","5.80292047806764e-7","0.0000372892533206855","6.06825313183231"
"TRAPPC9","-0.765518518518518","7.91241666666667","-5.98509591255888","5.91052073178195e-7","0.0000376615581230143","6.05061196462291"
"ZNF506","-0.731444444444443","6.60519444444444","-5.98047169102889","5.99760601240279e-7","0.0000376615581230143","6.03656791547665"
"AHNAK","-0.81288888888889","9.79255555555556","-5.98031143925807","6.0006468557618e-7","0.0000376615581230143","6.03608121929588"
"APBA1","-0.844037037037037","5.73241666666667","-5.98031125303832","6.00065039025564e-7","0.0000376615581230143","6.03608065373302"
"KLF10","-1.12885185185185","10.4669166666667","-5.97744221011347","6.05535354629644e-7","0.0000376615581230143","6.02736714686"
"HBB","2.9862962962963","11.2116111111111","5.97701227611708","6.06359385376276e-7","0.0000376615581230143","6.02606140117243"
"CTAGE11P","-0.673185185185184","5.21455555555556","-5.97602180382125","6.08262042363623e-7","0.0000376615581230143","6.02305325101598"
"TAAR2","-1.07955555555556","5.48411111111111","-5.97427128260263","6.11639345839787e-7","0.0000376744484111056","6.01773675803376"
"MID1IP1","-1.02074074074074","8.06844444444445","-5.97020466431733","6.19557741867759e-7","0.0000378090002627952","6.00538602747807"
"KLK3","-0.696518518518517","6.11272222222222","-5.96988493386329","6.20184644283736e-7","0.0000378090002627952","6.00441497160548"
"PKD2L1","-0.687222222222222","7.06947222222222","-5.96592855835124","6.27994725478342e-7","0.0000378669464967535","5.99239900827632"
"ZNF334","-0.431962962962962","4.41713888888889","-5.96029291264303","6.39290027061769e-7","0.0000378669464967535","5.97528284082478"
"NRG1","-0.445703703703705","5.67627777777778","-5.95847897618802","6.42968702709288e-7","0.0000378669464967535","5.96977367188428"
"GHR","-1.15529629629629","10.6300833333333","-5.95791050589527","6.44125918036433e-7","0.0000378669464967535","5.96804714982954"
"MYO3A","-0.651851851851851","4.947","-5.95658535480884","6.46831580417485e-7","0.0000378669464967535","5.96402248235384"
"ATXN10","-0.564555555555558","10.0473611111111","-5.95651046547029","6.4698482677846e-7","0.0000378669464967535","5.96379503296126"
"MID2","-0.853074074074073","8.34363888888889","-5.95557946047676","6.48892982078764e-7","0.0000378669464967535","5.96096743981218"
"A2M","0.790925925925927","12.4501944444444","5.95443216644618","6.51252183291952e-7","0.0000378669464967535","5.95748294445401"
"DUSP14","-0.773703703703705","9.77705555555556","-5.95386735898919","6.52416757716265e-7","0.0000378669464967535","5.95576754301099"
"USP25","-0.638777777777777","9.83725","-5.95359057116481","6.5298822609644e-7","0.0000378669464967535","5.95492689842131"
"RGS12","-0.416","6.31377777777778","-5.94577319252908","6.6933682657927e-7","0.0000386265834678367","5.93118435121255"
"FSCN1","0.692555555555555","6.89197222222222","5.94177040418297","6.77865818830839e-7","0.0000388265005363285","5.9190272640492"
"KIF18A","-0.513481481481481","4.22233333333333","-5.93981674028425","6.82068015739844e-7","0.0000388265005363285","5.91309368205252"
"NFE2","-0.526962962962962","5.10722222222222","-5.93957066899209","6.82599143009139e-7","0.0000388265005363285","5.91234632508452"
"SLC2A1","-0.802518518518518","7.80255555555556","-5.93784700679312","6.86331163642504e-7","0.0000388528803494385","5.90711129338815"
"IGSF9B","-0.546888888888889","5.89927777777778","-5.93195784749532","6.99236899083326e-7","0.0000389485497051635","5.88922499774083"
"ANGPTL8","-0.547592592592592","5.52875","-5.93149807536354","7.0025462072509e-7","0.0000389485497051635","5.88782859855172"
"POLA1","-0.577962962962962","7.85619444444444","-5.92967824129306","7.04297449034179e-7","0.0000389485497051635","5.88230148181371"
"CCDC170","-0.789444444444443","5.31780555555556","-5.92909767589505","7.05592102965525e-7","0.0000389485497051635","5.88053821564348"
"GTF2I","-0.466740740740739","5.04805555555556","-5.9243843768122","7.16191214174857e-7","0.0000389485497051635","5.86622321470479"
"RBM14","-0.715296296296295","7.94675","-5.92384278916259","7.17419276292129e-7","0.0000389485497051635","5.86457833279811"
"CLDN14","-0.833296296296297","5.86802777777778","-5.92383833342889","7.17429388499965e-7","0.0000389485497051635","5.86456480007647"
"JHY","-0.981444444444444","6.98702777777778","-5.92373320743753","7.17668011427269e-7","0.0000389485497051635","5.86424551691385"
"MAS1","-0.901703703703704","6.60516666666667","-5.92245453676661","7.20576798811941e-7","0.0000389485497051635","5.86036200639719"
"GIP","-0.643111111111111","5.09866666666667","-5.9211492355239","7.23558332197582e-7","0.0000389485497051635","5.85639761729125"
"ALDOC","-0.961629629629628","8.40922222222222","-5.92092998225835","7.24060353704671e-7","0.0000389485497051635","5.85573171358731"
"PGLYRP4","-1.00892592592592","6.53008333333333","-5.91802382794542","7.30747550563542e-7","0.0000391312021671144","5.84690531232368"
"NELL2","-0.799407407407406","6.37","-5.91603472002377","7.35360160927973e-7","0.0000392016214937746","5.84086411922273"
"SLC38A4","-0.473777777777778","4.216","-5.91096497437223","7.47248712345438e-7","0.00003959277586574","5.82546664508075"
