"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PIP","-0.682333333333333","6.41980555555556","-5.06316158360365","0.0000108308354771803","0.000114006947875833","3.26198311638344"
"HMHB1","-0.416148148148148","4.47933333333333","-5.06306624623597","0.0000108340701712436","0.000114006947875833","3.26169742761068"
"SLC6A16","-0.912777777777777","7.38697222222222","-5.06305326645852","0.0000108345106351818","0.000114006947875833","3.26165853236792"
"C19orf73","-0.619074074074074","6.15547222222222","-5.0629858785733","0.0000108367977035406","0.000114006947875833","3.26145659788296"
"ZNF682","-0.465555555555556","4.16094444444444","-5.06238674151965","0.0000108571527975396","0.00011408778969705","3.25966124401819"
"RGS7","-1.05696296296296","5.86305555555556","-5.06219497738739","0.0000108636758022426","0.00011408778969705","3.25908661760553"
"ZNF93","-0.828925925925926","7.03375","-5.06185745257332","0.0000108751664103759","0.000114107659564474","3.25807522421643"
"CDSN","-0.864777777777777","6.37563888888889","-5.06136897956752","0.0000108918172059584","0.000114181589898089","3.25661153444505"
"CCDC9","-0.59374074074074","7.56836111111111","-5.06021155984035","0.0000109313716724744","0.000114409334293403","3.25314346717055"
"ADCYAP1R1","-0.544111111111111","5.59380555555556","-5.06017014398129","0.0000109327896834881","0.000114409334293403","3.25301937205744"
"AXIN1","-0.539037037037037","8.36327777777778","-5.05934518048828","0.0000109610731125818","0.000114530121145249","3.25054755403623"
"CHRND","-0.627518518518517","5.35569444444444","-5.05900510105389","0.0000109727536625727","0.000114530121145249","3.24952860201236"
"MKS1","-0.69374074074074","7.61013888888889","-5.05852360906147","0.0000109893123556691","0.000114530121145249","3.24808596686372"
"MPP2","-0.515222222222222","6.66547222222222","-5.0585018256489","0.0000109900620811229","0.000114530121145249","3.24802070045362"
"CHAD","-0.612407407407407","5.77980555555556","-5.05839702917704","0.0000109936695979266","0.000114530121145249","3.24770671497964"
"SNAP91","-0.568925925925925","4.76208333333333","-5.05787428182795","0.0000110116822131752","0.000114530121145249","3.24614050422064"
"IL12RB2","-0.510814814814814","4.65177777777778","-5.05787171986283","0.0000110117705643523","0.000114530121145249","3.24613282834761"
"GKN1","-0.582777777777777","5.58802777777778","-5.05731764738668","0.000011030894669281","0.000114609632053242","3.24447279380762"
"P2RX3","-0.584555555555554","4.93591666666667","-5.0570918711661","0.0000110386968961105","0.000114609632053242","3.24379636342055"
"TMEM38B","-0.86374074074074","7.80663888888889","-5.05648304278767","0.0000110597636735416","0.000114662777693779","3.24197232592926"
"TSKU","-0.829444444444443","8.68158333333333","-5.05638655091685","0.0000110631061587117","0.000114662777693779","3.24168324163602"
"COL4A5","-0.723851851851852","9.43777777777778","-5.0557597108071","0.0000110848443471979","0.000114788004877603","3.23980528608205"
"MMP14","-0.520888888888887","7.06033333333333","-5.05449526860902","0.0000111288229089713","0.000115117322444371","3.23601725263289"
"GRM5","-0.617481481481482","5.38133333333333","-5.05428901945358","0.000011136012854225","0.000115117322444371","3.23539938373614"
"GRM1","-0.549296296296296","5.23436111111111","-5.05363904268286","0.0000111587015020242","0.000115251645053053","3.23345225003868"
"KCNQ3","-0.694296296296296","5.73116666666667","-5.05250690287252","0.0000111983304499816","0.000115417808680589","3.23006080295043"
"GJC1","-0.857185185185184","5.93133333333333","-5.0524422834839","0.0000112005965651222","0.000115417808680589","3.22986723247249"
"MYL9","-0.669444444444444","11.7200277777778","-5.05226541312507","0.0000112068014967686","0.000115417808680589","3.22933741097405"
"ANKRD7","-0.571037037037037","4.29805555555556","-5.05204324168332","0.0000112146005020356","0.000115417808680589","3.22867189291046"
"CD226","-0.419481481481482","4.50816666666667","-5.05145761583469","0.0000112351838433566","0.000115417808680589","3.22691766519704"
"CBX2","-0.741407407407406","6.00161111111111","-5.05135221667988","0.000011238892345918","0.000115417808680589","3.22660194830218"
"KRT24","-0.46674074074074","4.7765","-5.05124259010816","0.0000112427508792162","0.000115417808680589","3.22627356961682"
"RBMXL2","-0.585777777777777","5.08033333333333","-5.050762362436","0.0000112596689679781","0.000115436079374952","3.22483509564729"
"OGDH","-0.78437037037037","7.06583333333333","-5.05064092229","0.0000112639512176097","0.000115436079374952","3.22447133751005"
"STRA6","-0.867","7.41519444444444","-5.04973457442501","0.000011295962099316","0.00011566442501005","3.2217565374507"
"CD5","-0.811777777777778","7.46616666666667","-5.04905327896761","0.0000113200838281892","0.000115811666565846","3.21971589541464"
"CHAT","-0.694185185185184","5.91358333333333","-5.04868479191751","0.0000113331516373764","0.000115826216624929","3.21861220851134"
"SUV39H1","-0.507888888888887","7.63186111111111","-5.04846390322796","0.0000113409922738406","0.000115826216624929","3.21795061257989"
"PIP4K2B","-0.457703703703703","6.73705555555556","-5.04758286542511","0.0000113723190213702","0.000116046462254119","3.21531181654567"
"TSHB","-0.829999999999999","5.67361111111111","-5.04609678829974","0.000011425353457692","0.000116487651719591","3.21086104525762"
"NPAP1","-0.750555555555555","5.58441666666667","-5.04579744715125","0.0000114360658411182","0.000116496958628289","3.20996455154989"
"UBXN2B","-0.851518518518517","8.84125","-5.04505682327412","0.0000114626130236581","0.000116643006391605","3.20774650379095"
"ZNF512B","-0.483555555555554","6.94133333333333","-5.04485030422216","0.0000114700264528756","0.000116643006391605","3.20712802281809"
"CHP2","-1.00333333333333","6.36272222222222","-5.04360640266384","0.0000115147795264002","0.000116930741248453","3.2034028917436"
"ADRA1D","-0.442407407407407","4.70641666666667","-5.04351727590974","0.0000115179927659773","0.000116930741248453","3.20313598851942"
"STXBP5L","-0.676629629629629","5.22063888888889","-5.04307199244605","0.0000115340596548337","0.000116948279361602","3.20180253353766"
"KIF26B","-0.487296296296296","5.04741666666667","-5.04271050172723","0.0000115471194417185","0.000116948279361602","3.20072002085381"
"NLE1","-0.545777777777776","6.93833333333333","-5.04233916230639","0.0000115605503035469","0.000116948279361602","3.19960802929202"
"DKK1","-0.630925925925926","5.63669444444444","-5.04163869294144","0.0000115859275418237","0.000116948279361602","3.19751048244244"
"MDC1","-0.463925925925925","7.60405555555556","-5.04150999623595","0.0000115905960846744","0.000116948279361602","3.19712510718429"
"DNAH3","-0.781925925925925","6.61766666666667","-5.04136380929729","0.0000115959013577041","0.000116948279361602","3.19668736042525"
"C1orf159","-0.48911111111111","6.88683333333333","-5.04114572087405","0.0000116038204840578","0.000116948279361602","3.1960343136519"
"ATP2B2","-0.676444444444444","5.44055555555556","-5.04109948217914","0.0000116055001710164","0.000116948279361602","3.19589585653344"
"IL2","-0.397777777777777","4.09311111111111","-5.04102358197677","0.0000116082578774134","0.000116948279361602","3.19566858148861"
"SPTA1","-0.67574074074074","4.84052777777778","-5.04042301056885","0.0000116301015509227","0.000117069133985917","3.19387025530643"
"ITIH4","-0.640629629629628","5.99430555555556","-5.03751917421406","0.0000117362945910252","0.000118038130370649","3.18517564760965"
"GDF10","-0.717444444444443","4.80669444444444","-5.03695956303297","0.0000117568697236013","0.000118145111812487","3.18350017037979"
"PTPRN","-0.514296296296295","5.74961111111111","-5.03615240125014","0.0000117866095084849","0.000118295676708077","3.18108358260731"
"ARHGAP11A","-0.416","4.30722222222222","-5.03601296826926","0.0000117917544497873","0.000118295676708077","3.18066613646637"
"OTUD4","-0.661666666666665","5.58686111111111","-5.03501955451463","0.0000118284749435329","0.000118564005167554","3.17769202891512"
"CSPG5","-0.428777777777777","5.45141666666667","-5.03458275851983","0.0000118446565056427","0.000118578264280938","3.17638436997276"
"DEFA5","-0.611444444444444","5.60597222222222","-5.03426353975041","0.0000118564961742811","0.000118578264280938","3.17542872050962"
"RND2","-0.521777777777776","5.439","-5.03417394381761","0.0000118598213517862","0.000118578264280938","3.17516049786164"
"KLF12","-0.533703703703703","5.46716666666667","-5.03335683322021","0.0000118901895028953","0.000118627772243097","3.17271435834565"
"RET","-0.619518518518519","7.20902777777778","-5.03321914285941","0.0000118953143885695","0.000118627772243097","3.17230216897717"
"PKMYT1","-0.701074074074075","7.68541666666667","-5.03290663932973","0.0000119069540105009","0.000118627772243097","3.17136666678394"
"OR7A17","-0.515592592592591","5.11719444444444","-5.032788571746","0.0000119113545373592","0.000118627772243097","3.17101322544857"
"RCAN3","-0.353111111111111","4.25538888888889","-5.03255308872997","0.0000119201360994402","0.000118627772243097","3.17030829931813"
"BTNL2","-0.830925925925925","5.72525","-5.03243222839214","0.000011924645678878","0.000118627772243097","3.16994650215413"
"IL1RAPL2","-0.937888888888887","6.14069444444444","-5.03084473192728","0.0000119840360833107","0.000119050571475821","3.16519444854744"
"FCRL2","-0.55685185185185","5.27425","-5.03076105154268","0.0000119871748028733","0.000119050571475821","3.16494396470896"
"RNASE3","-0.63337037037037","6.29819444444444","-5.02993253026901","0.0000120182953413115","0.000119134903697279","3.16246395795408"
"TNFRSF9","-0.553259259259258","5.06561111111111","-5.02989266369391","0.0000120197948092997","0.000119134903697279","3.16234462741295"
"CD84","-0.76237037037037","5.755","-5.0297348984191","0.0000120257305212597","0.000119134903697279","3.16187239845302"
"KLRG1","-0.757740740740741","6.25602777777778","-5.02764734149436","0.0000121045462469842","0.000119815858271564","3.15562408727238"
"KCNH6","-0.447666666666666","4.84102777777778","-5.02722578076055","0.0000121205243052299","0.000119874203777515","3.15436235969885"
"ARHGEF4","-0.356259259259258","5.07636111111111","-5.02629559448028","0.0000121558543614822","0.000120123687987781","3.1515783856391"
"PRKCH","0.720333333333334","9.25491666666667","5.02579248325216","0.0000121750058985737","0.000120213015051698","3.15007265095921"
"GABBR2","-0.514074074074073","5.25422222222222","-5.02487696303838","0.0000122099330438962","0.000120457829067086","3.14733270707108"
"NTRK2","-0.63648148148148","6.55319444444444","-5.02450138956124","0.0000122242899036271","0.000120499467972072","3.14620872627932"
"S100G","-0.573185185185185","4.75466666666667","-5.02354947828672","0.000012260753133668","0.000120758768229533","3.14336000209135"
"NFYA","-0.430851851851852","5.71019444444444","-5.0215487518766","0.0000123377433017367","0.000121339053597233","3.13737286409689"
"C2orf72","-0.544259259259258","5.82747222222222","-5.02148812476489","0.0000123400837650618","0.000121339053597233","3.13719144508229"
"COBL","-1.03903703703704","8.36694444444444","-5.02114498368525","0.0000123533387603946","0.000121369000978158","3.13616464576364"
"GPR3","-0.761111111111111","5.70572222222222","-5.02059816729834","0.0000123744905773478","0.000121440732761176","3.13452840345662"
"C3orf18","-0.494925925925925","8.56336111111111","-5.0204282478141","0.000012381070668451","0.000121440732761176","3.13401995863363"
"CNTNAP2","-0.460037037037037","4.59363888888889","-5.01937133237074","0.0000124220774068436","0.000121694395787312","3.13085745116988"
"HTR1A","-0.553370370370371","5.99463888888889","-5.01923425921682","0.0000124274054917393","0.000121694395787312","3.13044730880414"
"SERPINB5","-0.631925925925924","4.76427777777778","-5.01878499347515","0.0000124448845025555","0.000121765256762452","3.12910305565319"
"ZNF117","-0.616222222222222","4.34972222222222","-5.0182792642616","0.0000124645894188017","0.000121778624520114","3.12758988286383"
"PTDSS1","-0.467703703703703","11.7498888888889","-5.01806761612204","0.0000124728451200803","0.000121778624520114","3.12695662664059"
"GRIK4","-0.403037037037037","4.75616666666667","-5.01796160707488","0.0000124769822228717","0.000121778624520114","3.12663944684206"
"NFS1","-0.655888888888886","9.32252777777778","-5.01757816835375","0.0000124919576391363","0.000121794611626395","3.12549220541596"
"MOCS3","-0.517370370370371","6.18330555555556","-5.01730789734763","0.000012502523928521","0.000121794611626395","3.12468356895119"
"HNRNPL","-0.585037037037034","10.5476666666667","-5.01713327009658","0.0000125093557197029","0.000121794611626395","3.12416109759792"
"PCIF1","-0.524629629629629","7.88197222222222","-5.01666114374451","0.0000125278448408035","0.000121874811348177","3.12274854780185"
"SIPA1L1","-0.65833333333333","7.58591666666667","-5.01591246294131","0.0000125572197594884","0.000122060693786425","3.12050862582446"
"DMRT1","-0.443222222222223","4.45036111111111","-5.01512613526358","0.0000125881452746443","0.000122261332536742","3.11815613460196"
"H2AP","-0.734666666666666","5.59055555555556","-5.01254282008822","0.0000126902768907778","0.000123152662593932","3.11042797618201"
"TRAV13-1","-0.365592592592592","4.04458333333333","-5.01197403167568","0.0000127128740717637","0.00012327132705149","3.10872650280648"
"KISS1","-0.463777777777778","5.05227777777778","-5.01109409331228","0.0000127479114016542","0.000123430151474358","3.10609432316506"
"DDX10","-0.699888888888887","8.97575","-5.01100273162835","0.0000127515547146856","0.000123430151474358","3.1058210355867"
"FAM131B","-0.545962962962963","4.77308333333333","-5.01078098589729","0.0000127604017632895","0.000123430151474358","3.10515773763992"
"MKI67","-0.686962962962961","5.81877777777778","-5.01030036367338","0.0000127795981624351","0.000123459790851257","3.10372009209617"
"DNAAF1","-0.687740740740739","6.68519444444444","-5.01018434251051","0.00001278423641806","0.000123459790851257","3.10337305125333"
"ELAVL2","-0.767925925925925","4.64705555555556","-5.00954437360184","0.0000128098508797534","0.000123606742904634","3.10145881110369"
"ATP2B3","-0.495518518518518","4.98158333333333","-5.0090130698351","0.0000128311547029012","0.000123711895464793","3.09986963727932"
"WNT2B","-0.581925925925925","5.20455555555556","-5.00843502753352","0.0000128543724942591","0.000123835316216979","3.09814069870668"
"KCNC1","-0.742481481481482","5.26636111111111","-5.00797138132183","0.0000128730255095955","0.000123914596970098","3.09675394732218"
"TRAV8-6","-0.730222222222222","6.56266666666667","-5.00709929884453","0.000012908183085723","0.000124152492332585","3.0941456378264"
"MYL1","-0.912259259259259","4.93413888888889","-5.00646035104072","0.0000129340023328631","0.000124256988807814","3.09223466176169"
"LGSN","-0.410518518518519","4.16822222222222","-5.00593924443211","0.0000129550976188816","0.000124256988807814","3.0906761594208"
"AAK1","-0.662222222222221","5.27511111111111","-5.00581188340655","0.0000129602585935122","0.000124256988807814","3.09029525817018"
"ACTA2","1.17948148148148","10.8997222222222","5.0057971232889","0.0000129608568406536","0.000124256988807814","3.09025111489338"
"SPRR1A","-0.510814814814814","5.63944444444444","-5.00530110232348","0.0000129809771480285","0.00012433562058634","3.08876767204081"
"CETN1","-0.860481481481481","6.51986111111111","-5.0048570332702","0.0000129990163652599","0.00012433562058634","3.08743962334138"
"SLC5A7","-0.851296296296295","5.45397222222222","-5.00467100298723","0.0000130065807707553","0.00012433562058634","3.08688328082961"
"ZKSCAN5","-0.425148148148146","6.98836111111111","-5.00456496782656","0.0000130108943480322","0.00012433562058634","3.08656617353621"
"DHX34","-0.429555555555555","5.86438888888889","-5.0042689415635","0.000013022944388024","0.000124350813562112","3.08568088783139"
"CA14","-0.95448148148148","6.55091666666667","-5.00368126628694","0.0000130468990665894","0.000124372739760875","3.08392343466211"
"SH3GL3","-0.824000000000001","6.476","-5.00354804048768","0.000013052335652905","0.000124372739760875","3.08352502572671"
"RAB3A","-0.60074074074074","5.85677777777778","-5.00344292333974","0.0000130566267851256","0.000124372739760875","3.08321067646053"
"IRF2BP1","-0.581740740740739","8.25213888888889","-5.00253335367849","0.0000130938160148613","0.000124627129531362","3.08049068868843"
"NOD1","-0.555518518518518","8.85502777777778","-5.00191073772406","0.0000131193331737674","0.000124770106215798","3.07862886179707"
"NPIPB15","-0.868222222222221","7.04583333333333","-5.00159569102542","0.0000131322637490369","0.000124793246561591","3.07768678419524"
"TRAT1","-0.535518518518518","4.32491666666667","-5.00110011118481","0.0000131526295725808","0.000124886949168403","3.07620488365941"
"CCL16","-0.648851851851851","5.17880555555556","-5.00034565746257","0.0000131836939058076","0.000125082005708093","3.07394893987501"
"POTEKP","-0.288814814814815","4.11172222222222","-4.99962870634982","0.0000132132814491191","0.000125262751090213","3.07180519194712"
"SAP130","-0.480481481481481","8.60530555555555","-4.99889468281658","0.0000132436417114078","0.000125432734018884","3.06961045328779"
"MUC4","-0.388296296296296","4.37277777777778","-4.99860213456214","0.0000132557611804703","0.000125432734018884","3.06873574687965"
"SLC17A2","-0.648296296296296","5.46733333333333","-4.99843076545527","0.0000132628656343991","0.000125432734018884","3.06822336507562"
"HPX","-0.609629629629628","7.12388888888889","-4.99742184046946","0.0000133047692244234","0.00012568071941692","3.06520681321453"
"MAP3K9","-0.631370370370369","6.21180555555556","-4.99729056847347","0.0000133102309678585","0.00012568071941692","3.06481433543836"
"LCE2B","-0.437259259259259","4.93705555555556","-4.99598727256042","0.0000133645769638225","0.000126086244511061","3.06091783474487"
"ECRP","-0.534481481481481","5.58102777777778","-4.99575248942014","0.0000133743905054212","0.000126086244511061","3.06021591646379"
"OPN3","-0.627888888888888","9.36075","-4.99490217652892","0.000013409991950992","0.000126319533459935","3.05767383256524"
"IL36A","-0.521444444444444","5.70913888888889","-4.99458349776439","0.0000134233587739546","0.000126319533459935","3.05672113501975"
"PDE6G","-0.624592592592592","7.36944444444444","-4.99440113918605","0.0000134310136518639","0.000126319533459935","3.05617597477739"
"ZMYND11","-0.610666666666668","7.68022222222222","-4.99380595337001","0.0000134560279135223","0.000126415374557196","3.05439669423912"
"HHLA1","-0.754555555555554","7.18975","-4.99322087091485","0.000013480662543389","0.000126415374557196","3.05264765468367"
"PPP4R4","-0.474777777777777","4.47702777777778","-4.99307137179186","0.0000134869643000466","0.000126415374557196","3.05220074948147"
"HSD3BP1","-0.414592592592593","4.36705555555556","-4.99285893081186","0.0000134959242321481","0.000126415374557196","3.05156569321366"
"CRISP3","-0.401185185185185","4.24244444444444","-4.99279520885062","0.0000134986129256069","0.000126415374557196","3.05137520817684"
"DNAH9","-0.447851851851851","5.442","-4.99264371503722","0.0000135050072079104","0.000126415374557196","3.05092234716575"
"ADH1A","-0.749592592592591","4.97180555555556","-4.99170395783959","0.0000135447397776249","0.000126536982009703","3.04811318325328"
"GP5","-0.58674074074074","4.49861111111111","-4.99167944039455","0.0000135457779144015","0.000126536982009703","3.04803989590386"
"MBTPS2","-0.55937037037037","6.29269444444444","-4.99158137975071","0.0000135499308629165","0.000126536982009703","3.04774677447006"
"MROH9","-0.413592592592592","4.18047222222222","-4.99119439676388","0.0000135663322248997","0.000126590704465941","3.04659002082982"
"TRAV36DV7","-0.492185185185185","4.50075","-4.99053658421166","0.0000135942572068258","0.000126653407941436","3.0446237519863"
"EPHA3","-0.403222222222221","4.42125","-4.99053417147556","0.0000135943597353022","0.000126653407941436","3.04461654015864"
"TGM4","-0.485222222222222","4.73586111111111","-4.98939664956876","0.0000136427838046919","0.00012692722045863","3.04121648264855"
"NUP210","-0.468333333333332","6.27297222222222","-4.98934226368558","0.0000136451032760876","0.00012692722045863","3.04105392656097"
"BCL11A","-0.755962962962963","5.64558333333333","-4.98882391886241","0.0000136672294740315","0.000127019766473443","3.03950464169688"
"KLHL3","-0.826851851851852","9.02719444444445","-4.98860881948463","0.0000136764216929682","0.000127019766473443","3.03886173810729"
"CBX8","-0.520592592592592","5.63044444444444","-4.9879757870124","0.0000137035097331079","0.000127171993526298","3.0369697170946"
"PRSS1","-0.818222222222222","5.75044444444444","-4.98678544167623","0.0000137545897283524","0.000127530199362704","3.03341210607748"
"PAX6","-0.637481481481479","5.41555555555556","-4.98657676762851","0.0000137635637434682","0.000127530199362704","3.03278845337777"
"LUZP2","-0.82574074074074","5.56947222222222","-4.98619237796316","0.0000137801095846778","0.000127584067556581","3.03163966151286"
"NUP205","-0.392555555555555","8.05569444444444","-4.98549662491228","0.0000138101080197598","0.000127762306722883","3.02956036621723"
"LRRC23","-0.58174074074074","6.40102777777778","-4.98482270596428","0.0000138392267254858","0.000127869289283526","3.02754637390282"
"MAST2","-0.451555555555556","6.61311111111111","-4.98473122022961","0.0000138431843293993","0.000127869289283526","3.02727297458848"
"KCNG1","-0.464555555555555","5.33225","-4.98444937449946","0.0000138553838124129","0.000127882610840034","3.02643070227737"
"NCOA2","-0.314222222222222","4.88322222222222","-4.98391500403296","0.0000138785428881186","0.00012799698824977","3.0248338049259"
"VSIG10","-0.695888888888888","6.25797222222222","-4.98309089226328","0.0000139143342559647","0.000128227601267371","3.02237111448318"
"TBX6","-0.460703703703703","5.34280555555556","-4.98281542250638","0.0000139263183513142","0.000128238630953077","3.02154794578047"
"INSL3","-0.535666666666666","5.22969444444444","-4.9823270521256","0.0000139475896593784","0.000128290368690937","3.02008860024278"
"GALR2","-0.343259259259258","4.49","-4.98213093477993","0.0000139561407403996","0.000128290368690937","3.01950257091538"
"CCT6A","0.532925925925926","9.17969444444445","4.98194364740945","0.0000139643116660559","0.000128290368690937","3.01894293088877"
"TNIP3","-0.475851851851851","4.46777777777778","-4.98124696338083","0.0000139947480434765","0.000128395877540282","3.01686117857809"
"PCDH8","-0.418407407407407","4.02808333333333","-4.98118639681323","0.0000139973971477293","0.000128395877540282","3.01668020294717"
"SLC18A3","-0.432703703703703","5.13525","-4.98086905604283","0.0000140112853496506","0.000128424179056782","3.01573198104751"
"TRAPPC10","-0.562111111111109","7.36486111111111","-4.98039756451155","0.0000140319450657548","0.00012851445527095","3.01432317345255"
"ALDH3B2","-0.422333333333333","4.56502777777778","-4.97914859766873","0.0000140868179911833","0.000128917699983978","3.01059140321743"
"TAF1","-0.627222222222222","6.36925","-4.97880719731736","0.0000141018542557472","0.00012895603337871","3.00957136796127"
"CSN1S1","-0.527333333333332","4.37561111111111","-4.97830436521245","0.0000141240294018959","0.000129012411255825","3.00806903071749"
"C16orf58","-0.503518518518517","7.90002777777778","-4.97817536262734","0.0000141297240456834","0.000129012411255825","3.00768360759204"
"PGK2","-0.384851851851851","5.08213888888889","-4.97752164029736","0.000014158616714122","0.000129084812532165","3.00573049904978"
"RAG2","-0.408333333333333","4.01397222222222","-4.97750460474342","0.0000141593704190733","0.000129084812532165","3.00567960301808"
"AADAC","-0.64874074074074","5.92188888888889","-4.97672079281239","0.0000141940916698381","0.000129224459477212","3.00333789316016"
"MYBPC3","-0.67437037037037","7.39144444444444","-4.97666810454972","0.0000141964286740612","0.000129224459477212","3.00318048459686"
"HSD3B1","-0.566962962962962","4.52355555555556","-4.97641400988929","0.0000142077044740008","0.000129228149033605","3.00242136964891"
"PIGZ","-0.655259259259258","7.18944444444444","-4.97516062975368","0.0000142634548840509","0.000129636048670946","2.99867696603253"
"ATF6B","-0.45474074074074","5.44405555555556","-4.97487724220081","0.0000142760899818288","0.000129651762951857","2.99783038561637"
"HDGF","-0.326481481481486","10.7583611111111","-4.97385224954021","0.0000143218828734753","0.000129968353893034","2.99476843887721"
"SMCP","-1.0022962962963","6.62772222222222","-4.97348107558614","0.0000143385014159575","0.000129996337902453","2.99365966475313"
"BRIP1","-0.601296296296296","4.37469444444444","-4.97317707849448","0.000014352126481243","0.000129996337902453","2.99275157336985"
"AGK","-0.438629629629631","8.49391666666667","-4.9730512051643","0.0000143577718426918","0.000129996337902453","2.99237557118447"
"BIK","-0.828999999999998","6.57947222222222","-4.97280054096854","0.0000143690205698188","0.000129999175444449","2.99162680555079"
"SLC6A6","-0.562333333333333","5.27369444444444","-4.97192618946791","0.0000144083260647371","0.000130255650386004","2.98901506191461"
"SCN5A","-0.758","5.86038888888889","-4.9715962712783","0.0000144231848261385","0.00013029089757837","2.98802959741295"
"UGT1A8","-0.696259259259258","4.82691666666667","-4.97109577869717","0.0000144457548505293","0.000130395697542211","2.9865346509747"
"CAMKMT","-0.633592592592593","6.62202777777778","-4.96976162663418","0.000014506090330126","0.000130840972567935","2.98254974181807"
"MAGEA8","-0.590407407407406","4.76275","-4.96882494965074","0.000014548599531959","0.000131124906168256","2.97975214913738"
"LOX","-0.870148148148148","6.91105555555556","-4.96841889469627","0.0000145670658354855","0.000131191877766857","2.97853940685059"
"MPO","-0.565777777777777","5.24144444444444","-4.96779300559927","0.0000145955750939718","0.000131327124809768","2.97667013404278"
"RALA","1.05911111111111","6.91011111111111","4.96746548853138","0.0000146105155200623","0.000131327124809768","2.97569199302879"
"LRRC36","-0.579037037037037","6.70583333333333","-4.96736233424911","0.0000146152242701315","0.000131327124809768","2.97538392169953"
"LINC01587","-0.503851851851851","4.95188888888889","-4.96678102396096","0.0000146417878313473","0.000131466445422249","2.97364785483925"
"BRD7P3","-0.518555555555554","5.14786111111111","-4.96650695768683","0.0000146543281482376","0.000131479738133017","2.97282937675857"
"MYL3","-0.747962962962962","8.81502777777778","-4.96290194756784","0.0000148202744489791","0.000132868342872898","2.96206407442837"
"PPP1R3A","-0.511814814814814","4.28069444444444","-4.96251315730323","0.0000148382821007935","0.000132929538518639","2.96090315411258"
"CHRM4","-0.460518518518518","6.46016666666667","-4.96199210074737","0.0000148624499353636","0.000133045786770785","2.95934731592346"
"OR2J2","-0.567074074074074","4.31258333333333","-4.96164602797955","0.0000148785231491731","0.00013308945312067","2.95831398394645"
"NLGN3","-0.527407407407408","6.31966666666667","-4.96106127226364","0.0000149057210276916","0.000133232489907667","2.95656800392297"
"GIMAP4","1.00485185185185","10.5599722222222","4.96081829219674","0.0000149170368760118","0.000133233459340367","2.9558425185884"
"CST8","-0.789592592592592","6.27858333333333","-4.96019818827922","0.0000149459543728589","0.000133357469319281","2.95399105418685"
"TESK2","-0.693814814814815","7.50352777777778","-4.95990050161208","0.0000149598562031818","0.000133357469319281","2.9531022568964"
"ZNF208","-0.68637037037037","4.54211111111111","-4.95979952434311","0.0000149645747032235","0.000133357469319281","2.95280077330752"
"C14orf132","-0.913481481481481","9.42077777777778","-4.95792883933286","0.0000150522557661625","0.000134038364455535","2.9472157566399"
"CA7","-0.736407407407407","6.46047222222222","-4.95546495019899","0.0000151685177459714","0.000134851972388811","2.93986030778323"
"ACVR1B","-0.533592592592593","6.07847222222222","-4.95544099967815","0.0000151696522371284","0.000134851972388811","2.93978881167532"
"FZD9","-0.693037037037037","6.05711111111111","-4.9550495849564","0.0000151882047291106","0.000134851972388811","2.9386203858322"
"CYP26A1","-0.685962962962962","5.94397222222222","-4.9548291398867","0.0000151986633959272","0.000134851972388811","2.93796233518715"
"ATP1A3","-0.664037037037036","5.12152777777778","-4.9547027797594","0.0000152046615671839","0.000134851972388811","2.93758514002864"
"PXMP4","-0.723481481481481","7.99294444444444","-4.95434142765565","0.0000152218274799897","0.000134851972388811","2.93650648493279"
"AMELX","-0.328481481481482","4.18852777777778","-4.95431618868688","0.0000152230271656952","0.000134851972388811","2.93643114583536"
"SENP2","-0.566703703703703","7.69552777777778","-4.95405943250184","0.0000152352368983259","0.000134859639796946","2.93566472485981"
"NPY2R","-0.463703703703704","4.39055555555556","-4.95319985573009","0.0000152761836632936","0.000135018520047701","2.93309893032332"
"IFNA21","-0.884259259259258","5.59469444444444","-4.95315699974715","0.0000152782279988925","0.000135018520047701","2.93297100952129"
"CCKBR","-0.726111111111111","5.46119444444444","-4.95296776060374","0.0000152872584105152","0.000135018520047701","2.93240615220413"
"CA3","-0.387148148148148","4.13430555555556","-4.95160603068466","0.0000153523956300964","0.000135493154603256","2.92834166393343"
"ASH1L","-0.645592592592591","7.07902777777778","-4.95091869575747","0.0000153853780218689","0.00013568351181304","2.92629018877798"
"SCN10A","-0.846777777777778","6.38313888888889","-4.95034002779417","0.0000154132003267531","0.000135828113776457","2.92456309172191"
"H2AC16","-0.654999999999999","4.26986111111111","-4.94920014391349","0.0000154681516544475","0.000136133261327796","2.92116109736047"
"SPINK4","-0.749999999999999","6.36327777777778","-4.94914676229746","0.0000154707298161046","0.000136133261327796","2.92100178306817"
"MAB21L2","-0.480962962962962","4.61205555555556","-4.94807085106238","0.0000155227837040661","0.000136490275646404","2.91779085901717"
"KRT18P27","-0.404888888888888","4.764","-4.94725326728193","0.0000155624553294114","0.000136737966708088","2.91535097022703"
"HTR4","-0.483111111111111","5.70555555555556","-4.94665021596592","0.0000155917815140279","0.000136885046453799","2.91355135297579"
"ACTN3","-0.515999999999999","5.57144444444444","-4.94633174969893","0.000015607290494603","0.000136885046453799","2.91260100730785"
"CNNM2","-0.786555555555554","7.56075","-4.94597587754465","0.0000156246391757594","0.000136885046453799","2.91153905131475"
"GABRR2","-0.582074074074074","6.56788888888889","-4.94581651558267","0.0000156324142213958","0.000136885046453799","2.91106350495365"
