"","GSM909136","GSM909137","GSM909138","GSM909139","GSM909140","GSM909141","GSM909142","GSM909143","GSM909144","GSM909145","GSM909146","GSM909147","GSM909148","GSM909149","GSM909150"
"LINC01125",2.2928610752,2.30899540033333,2.2973567552,2.49787290133333,2.30153426346667,2.29895811046667,2.29905031266667,2.3000434086,2.29858363133333,2.29921434786667,2.30807285633333,2.32199382466667,2.29666595866667,2.302249822,2.27327344
"LINC01120",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.3628942578,2.27327344,2.27327344,2.27327344,2.28603744513333,2.27327344,2.27464408146667,2.27327344
"LINC01119",2.27704596946667,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"LINC01118",2.33572876893333,2.34688408206667,2.33897904566667,2.34526729793333,2.34688408206667,2.34341832286667,2.3744372022,2.34341832286667,2.34154233566667,2.366382607,2.35109084346667,2.3262573312,2.33876948546667,2.3456167498,2.3435393518
"LINC01116",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.414975818,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"LINC01107",3.20977002753333,2.35037831666667,2.27327344,2.38250502486667,2.35021003953333,2.34712217833333,2.34500959866667,2.3469804038,2.34539867213333,2.3474717392,2.354939447,2.32887638793333,2.42590386233333,2.34917586093333,2.3504855188
"LINC01104",2.27327344,2.27327344,2.27327344,2.28133660546667,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"LINC01102",2.27327344,2.27327344,2.27327344,2.27327344,2.2859482032,2.27327344,2.27327344,2.27327344,2.282432913,2.27327344,2.27546605246667,2.27327344,2.27327344,2.27327344,2.27327344
"LINC01101",2.2994628548,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"LINC01098",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"LINC01096",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"LINC01091",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27544925566667,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"LINC01089",4.4295734856,4.3998118948,4.20953578866667,4.45805053333333,4.3166507492,4.271277765,4.40671622626667,4.47921521806667,4.48391621693333,4.32670740806667,4.21432224746667,4.93253800286667,4.39818145426667,4.47209028653333,4.47772758133333
"LINC01023",2.38497444153333,2.54311575153333,2.34341832286667,2.43794660253333,2.27327344,2.39311462086667,2.30108927693333,2.53813710133333,2.36182549693333,2.38970483646667,2.40147582306667,2.70503416053333,2.82204596893333,2.56819986406667,2.63327232906667
"LINC01020",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"LINC01018",8.108851567,7.40985039233333,8.6125292736,8.82353254313333,7.13299248526667,8.75744170993333,7.96160492766667,8.25163750866667,8.55340752706667,8.1693075502,8.5520953948,9.1041552362,8.45887771626667,8.94695252506667,8.76980818973333
"LINC01003",5.69906394813333,5.69291178446667,6.2705895272,5.9443070266,6.97653736346667,6.09602956306667,5.4126725748,5.4275780284,6.08681500733333,5.58220365313333,5.94283004033333,5.81681909086667,5.96249502993333,5.8358203406,6.69497484693333
"LINC01000",5.6938811426,5.64362708793333,5.17507814406667,5.110098488,5.93634748013333,5.46034185413333,5.153334651,6.5896117532,5.52013023366667,5.74734093953333,5.31576866786667,7.31322473793333,7.06536803693333,6.54522923966667,7.26738988826667
"LINC00997",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"LINC00982",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"LINC00964",2.27327344,2.27506497866667,2.27327344,2.292284074,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"LINC00961",2.34917586093333,2.3608213042,2.35351353413333,2.35868751206667,2.3626663214,2.36702176053333,2.35458083713333,2.6913364898,2.35659794673333,2.35644598666667,2.36702176053333,2.33572876893333,2.3511789364,2.4249120462,2.3570864048
"LINC00957",2.62255974033333,2.62567383206667,2.6220190596,2.62532359326667,2.65271540933333,2.6309209958,2.61364177666667,2.6196289332,2.63252460226667,2.633897032,2.63286149053333,3.17978741673333,2.59782049153333,2.6265088942,2.6309209958
"LINC00950",2.28681949473333,2.29174706033333,2.28974096053333,2.2919724924,2.47589925426667,2.32600703673333,2.2913406436,2.29121270426667,2.30340385226667,2.42697937133333,2.29381783013333,2.28457253966667,2.28931582726667,2.29402198206667,2.29094599886667
"LINC00944",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.28448250086667,2.27327344,2.27327344,2.27327344
"LINC00938",2.78401362586667,2.7835419784,2.77667240846667,2.7770707634,2.83031837326667,2.78692817506667,2.77630849313333,2.90369765426667,2.79434668813333,2.78917490866667,2.78230859426667,2.73336323126667,2.741283573,2.77454607186667,2.77630849313333
"LINC00936",2.35261641993333,2.4303593352,2.43924042913333,2.36873354106667,2.33616953026667,2.36885656993333,2.3303118846,2.33290341,2.38919757233333,2.54537674973333,3.09219281653333,2.3628942578,3.204278656,2.61026681706667,2.96399287386667
"LINC00935",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"LINC00934",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"LINC00930",2.27327344,2.3318769834,2.3054612912,2.31637703593333,2.28603744513333,2.2865701126,2.31766719,2.3222212956,2.54724081926667,2.30776387113333,2.39178624953333,2.38123145786667,2.302249822,2.31222104506667,2.30797822566667
"LINC00928",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.2895523776,2.27327344,2.2849801778,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
